idx,nom_rue,highway,longueur_m,largeur_m,hauteur_bat_m,nb_batiments,ratio_hw,h_canyon_m,vent_eff,total_emit,concentration,delta_T,heure,pblh_m
60,Phố Tân Phong,residential,44.567108851835954,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
61,Ruelle sans nom (segment 61),residential,184.50165284192826,8,12.0,3,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
62,Đường Bờ tây sông Nhuệ,tertiary,382.40915738969437,12,12.0,3,1.0,24.0,0.95,0.0491,32.31,0.94,22,170
63,Đường Bờ tây sông Nhuệ,tertiary,111.15447321151886,12,12.0,4,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
64,Ruelle sans nom (segment 64),residential,43.43685563912119,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
65,Đường Bờ tây sông Nhuệ,tertiary,85.99224468458875,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
66,Đường Bờ tây sông Nhuệ,tertiary,103.05077738691455,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
67,Đường Bờ tây sông Nhuệ,tertiary,108.68425160565269,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
68,Đường Phạm Văn Nghị,tertiary,363.67663871282014,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.94,22,170
69,Ruelle sans nom (segment 69),residential,47.943635418342105,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
70,Đường Bờ tây sông Nhuệ,tertiary,188.004806059167,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.97,22,170
71,Đường Bờ tây sông Nhuệ,tertiary,314.4989193765721,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.95,22,170
72,Phố Tân Phong,residential,28.558148464410106,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
73,Phố Tân Phong,residential,74.36934057839906,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
74,Ruelle sans nom (segment 74),residential,79.56502517907872,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
75,Phố Tân Phong,residential,275.45025060115063,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.84,22,170
76,Ngách 114/62 Phố Tân Phong,residential,188.10789948732824,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
77,Đường Lê Văn Hiến,tertiary,35.18047995835501,12,12.0,10,1.0,24.0,0.95,0.0491,32.31,0.99,22,170
78,Ruelle sans nom (segment 78),residential,67.56275241446252,8,12.0,5,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
79,Ngõ 56 Lê Văn Hiến,residential,73.20549389247209,8,12.0,8,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
80,Đường Sông Nhuệ,residential,305.84909416707313,8,11.82,50,1.48,29.3,0.77,0.0124,14.57,0.82,22,170
81,Đường Phạm Văn Nghị,residential,73.59913549714523,8,12.0,5,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
82,Khu B Đại Học Mỏ,residential,24.48264989248487,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
83,Khu B Đại Học Mỏ,residential,171.46457116801238,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
84,Đường Phạm Văn Nghị,residential,144.53564018620222,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
85,Đường Tây Thăng Long,secondary,32.367414548754674,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.18,22,170
86,Phố Chế Lan Viên,residential,35.71836520127233,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
87,Phố Chế Lan Viên,residential,105.82626761234326,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
88,Ruelle sans nom (segment 88),residential,45.32167575788916,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
89,Ruelle sans nom (segment 89),residential,35.568667930445,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
90,Ruelle sans nom (segment 90),residential,80.86814080975384,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
91,Phố Phạm Tiến Duật,residential,32.027957450887385,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
92,Phố Phạm Tiến Duật,residential,18.999492861110223,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
93,Ruelle sans nom (segment 93),residential,142.80600261404606,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
94,Ruelle sans nom (segment 94),tertiary,121.42796612137325,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.97,22,170
95,Ruelle sans nom (segment 95),tertiary,30.662215529041735,12,12.0,2,1.0,24.0,0.95,0.0491,32.31,0.99,22,170
96,Ruelle sans nom (segment 96),residential,181.35738964046453,8,12.0,3,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
97,Ruelle sans nom (segment 97),tertiary,56.83679209927065,12,12.0,2,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
98,Phố Phạm Tiến Duật,residential,58.959787224294644,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
99,Ruelle sans nom (segment 99),residential,107.33594823851789,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
100,Ruelle sans nom (segment 100),residential,26.993916246266085,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
101,Phố Phạm Tiến Duật,residential,44.25446394163041,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
102,Ruelle sans nom (segment 102),residential,62.25506258256634,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
103,Ruelle sans nom (segment 103),tertiary,29.587125845099074,12,12.0,1,1.0,24.0,0.95,0.0491,32.31,0.99,22,170
104,Phố Phạm Tiến Duật,residential,56.72022471412354,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
105,Phố Phạm Tiến Duật,residential,49.98323193914869,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
106,Ruelle sans nom (segment 106),residential,55.07941153015606,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
107,Ruelle sans nom (segment 107),residential,113.84823806593242,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
108,Ruelle sans nom (segment 108),residential,21.299723733224724,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
109,Ruelle sans nom (segment 109),residential,104.07430909022764,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
110,Phố Chế Lan Viên,residential,54.92750350430069,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
111,Phố Chế Lan Viên,residential,153.31155513271506,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
112,Phố Chế Lan Viên,residential,42.70364236917911,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
113,Phố Chế Lan Viên,residential,145.93941956134242,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
114,Ruelle sans nom (segment 114),residential,58.53835632987835,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
115,Ruelle sans nom (segment 115),residential,60.42993250615117,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
116,Phố Chế Lan Viên,residential,27.48057825341522,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
117,Ngách 142/43 Đường Cổ Nhuế,residential,19.063067804193643,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
118,Ruelle sans nom (segment 118),residential,26.994169258614694,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
119,Phố Chế Lan Viên,residential,52.92477556679909,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
120,Phố Chế Lan Viên,residential,89.38296356321422,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
121,Ruelle sans nom (segment 121),residential,29.41700987934167,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
122,Ruelle sans nom (segment 122),residential,79.52609598606723,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
123,Ruelle sans nom (segment 123),tertiary,58.56822422027343,12,12.0,1,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
124,Ruelle sans nom (segment 124),residential,51.03371558212011,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
125,Phố Phạm Tiến Duật,residential,14.187060736480149,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
126,Phố Phạm Tiến Duật,residential,109.89812582570484,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
127,Ruelle sans nom (segment 127),tertiary,52.96540944859521,12,12.0,1,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
128,Ruelle sans nom (segment 128),residential,57.353592800535026,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
129,Phố Phạm Tiến Duật,residential,83.12626973678759,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
130,Ruelle sans nom (segment 130),residential,57.45484590127447,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
131,Ruelle sans nom (segment 131),residential,74.00446592580646,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
132,Phố Chế Lan Viên,residential,40.12074361496024,8,6.0,1,0.75,10.5,1.09,0.0124,18.88,0.49,22,170
133,Phố Chế Lan Viên,residential,42.124368625848994,8,6.0,1,0.75,10.5,1.09,0.0124,18.88,0.49,22,170
134,Ruelle sans nom (segment 134),residential,67.95257289707088,8,6.0,1,0.75,10.5,1.09,0.0124,18.88,0.49,22,170
135,Khu B Đại Học Mỏ,residential,62.88806221535221,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
136,Ruelle sans nom (segment 136),residential,55.93500041593819,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
137,Ruelle sans nom (segment 137),residential,55.67252162656977,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
138,Phố Viên,tertiary,176.50898412581512,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.97,22,170
139,Phố Viên,tertiary,80.51862373273842,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
140,Đường Phạm Văn Đồng,primary,355.4235369774434,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.32,22,170
141,Đường Phạm Văn Đồng,primary,258.5520351774697,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.33,22,170
142,Ngõ 104 Đường Cổ Nhuế,residential,349.3611056564863,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.83,22,170
143,Đường Cổ Nhuế,secondary,79.2609582681947,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.17,22,170
144,Phố Nguyễn Đình Tứ,tertiary,133.54079882536726,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.97,22,170
145,Phố Nguyễn Đình Tứ,tertiary,333.1681486067531,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.95,22,170
146,Ruelle sans nom (segment 146),residential,370.3924398454765,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.82,22,170
147,Phố Nguyễn Đình Tứ,tertiary,77.85444382770089,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
148,Ruelle sans nom (segment 148),tertiary,63.43967958333617,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
149,Đường Phạm Văn Đồng,primary,159.67927185166496,20,12.0,1,0.6,19.2,1.19,0.10662,35.5,1.34,22,170
150,Tăng Thiết Giáp,residential,228.17918164400555,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.84,22,170
151,Ruelle sans nom (segment 151),residential,62.11868818478042,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
152,Tăng Thiết Giáp,residential,186.03072820082085,8,12.0,3,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
153,Ngõ 43 Đường Cổ Nhuế,residential,241.39325637612822,8,33.0,3,4.12,169.1,0.37,0.0124,26.15,2.15,22,170
154,Đường Sông Nhuệ,residential,189.64137955655738,8,12.0,5,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
155,Ruelle sans nom (segment 155),tertiary,69.3752321509986,12,12.0,1,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
156,Ruelle sans nom (segment 156),residential,75.31298526700996,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
157,Ruelle sans nom (segment 157),tertiary,93.61967153366069,12,12.0,1,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
158,Ngõ 56 Lê Văn Hiến,residential,108.7298365467372,8,12.0,5,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
159,Ngõ 1 Văn Hội,residential,217.35984768953088,8,11.571428571428571,21,1.45,28.3,0.78,0.0124,14.48,0.82,22,170
160,Ngõ 1 Văn Hội,residential,36.247625210143994,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
161,đường 15,residential,32.800971650250645,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
162,đường 15,residential,209.57151603615114,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
163,Phố Văn Hội,residential,28.87532697181348,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
164,Ngõ 1 Văn Hội,residential,45.224554341897196,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
165,Ngõ 1 Văn Hội,residential,110.0045491211467,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
166,Phố Văn Hội,residential,92.95273120200764,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
167,Phố Văn Hội,residential,69.3774550066959,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
168,Ngách 142/43 Đường Cổ Nhuế,residential,35.03553827232695,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
169,Ruelle sans nom (segment 169),residential,22.927824391455946,8,9.5,6,1.19,20.8,0.87,0.0124,13.83,0.71,22,170
170,Đường Cổ Nhuế,secondary,57.30523727807685,16,11.25,8,0.7,19.2,1.12,0.08045,35.66,1.15,22,170
171,Ngõ 523 Đường Cổ Nhuế,residential,52.01256304729594,8,28.5,2,3.56,130.0,0.42,0.0124,23.28,1.9,22,170
172,Ruelle sans nom (segment 172),residential,42.494483919171536,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
173,Ruelle sans nom (segment 173),residential,144.20293159368617,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
174,Ruelle sans nom (segment 174),residential,61.746239841463606,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
175,Ruelle sans nom (segment 175),residential,19.73335708551546,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
176,Ruelle sans nom (segment 176),residential,94.97772270347852,8,9.0,7,1.12,19.1,0.89,0.0124,13.72,0.67,22,170
177,Phố Viên,tertiary,210.20982829154252,12,12.333333333333334,9,1.03,25.0,0.94,0.0491,32.47,0.98,22,170
178,Phố Viên,tertiary,68.69946031254011,12,12.0,2,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
179,Phố Nguyễn Đình Tứ,tertiary,63.38660034629479,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
180,Phố Nguyễn Đình Tứ,tertiary,103.23512150198273,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
181,Ngõ 467 Đường Phạm Văn Đồng,residential,228.66574096547566,8,12.0,3,1.5,30.0,0.76,0.0124,14.63,0.84,22,170
182,Đường Phạm Văn Đồng,primary,132.27525231083987,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.35,22,170
183,Ngõ 562 Phố Trần Cung,residential,45.988437608202,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
184,Phố Trần Cung,secondary,167.88722640306173,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.16,22,170
185,Đường Trại Gà,tertiary,987.1938901617659,12,12.0,2,1.0,24.0,0.95,0.0491,32.31,0.86,22,170
186,Cầu Trại Gà,tertiary,23.919896362883044,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.99,22,170
187,Phú Minh,residential,269.06830780855216,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.84,22,170
188,Tây Thăng Long,secondary,305.0258140860348,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.14,22,170
189,Ruelle sans nom (segment 189),secondary_link,12.651460984788834,10,12.0,0,1.2,26.4,0.86,0.00826,7.04,0.68,22,170
190,Ruelle sans nom (segment 190),residential,647.7185984323607,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.79,22,170
191,Ruelle sans nom (segment 191),residential,74.52280489158456,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
192,Ruelle sans nom (segment 192),residential,114.98241213118065,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
193,Ruelle sans nom (segment 193),residential,68.11553920118973,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
194,Phố Văn Hội,residential,121.16660563366247,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
195,Phố Văn Hội,residential,80.3150336158674,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
196,Ruelle sans nom (segment 196),residential,166.14529181458448,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
197,Phố Văn Hội,residential,140.45615522556497,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
198,Ruelle sans nom (segment 198),residential,123.88555425264849,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
199,Ruelle sans nom (segment 199),tertiary,72.73930328616363,12,12.0,2,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
200,Ruelle sans nom (segment 200),residential,22.81087708005996,8,12.0,3,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
201,Phố Tân Phong,residential,75.10162851338434,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
202,Ruelle sans nom (segment 202),residential,40.85326349532268,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
203,Ruelle sans nom (segment 203),residential,151.4664753988137,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
204,Khu B Đại Học Mỏ,residential,18.24614197926742,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
205,Khu B Đại Học Mỏ,residential,165.36348649249996,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
206,Ruelle sans nom (segment 206),residential,21.800943343881965,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
207,Ngõ 85 Đường Tân Xuân,residential,112.27969943092529,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
208,Đường Phạm Văn Đồng,primary,17.20791184106962,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.36,22,170
209,Đường Cổ Nhuế,secondary,90.68853360831625,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.17,22,170
210,Đường Phạm Văn Đồng,primary,12.080223872354928,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.36,22,170
211,Phố Chế Lan Viên,residential,104.11410919555819,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
212,Đường Tân Xuân,secondary,3.952344586793749,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.18,22,170
213,Ruelle sans nom (segment 213),residential,46.05767555606948,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
214,Ruelle sans nom (segment 214),residential,57.65473881452825,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
215,Ruelle sans nom (segment 215),residential,198.61013339848637,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
216,Ruelle sans nom (segment 216),residential,31.916091936801138,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
217,Ngách 562/17 Phố Trần Cung,residential,197.8455566773526,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
218,Ruelle sans nom (segment 218),residential,24.212333265119593,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
219,Ruelle sans nom (segment 219),secondary_link,16.245932610872124,10,12.0,0,1.2,26.4,0.86,0.00826,7.04,0.68,22,170
220,Phạm Văn Nghị,residential,508.0340953323431,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.81,22,170
221,Ruelle sans nom (segment 221),residential,70.33048410584124,8,43.5,2,5.44,280.0,0.3,0.0124,20.72,2.83,22,170
222,Ngõ 153 Phố Tân Phong,residential,93.77334234000425,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
223,Ruelle sans nom (segment 223),residential,49.84416756083914,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
224,Ruelle sans nom (segment 224),residential,50.127404069789975,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
225,Phố Tân Phong,residential,37.64985047493582,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
226,Phố Tân Phong,residential,186.9278574677851,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
227,Ruelle sans nom (segment 227),residential,208.17595188491276,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
228,Ngõ 186 Tân Phong,residential,54.93965361018175,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
229,Phố Tân Phong,residential,47.75830975707268,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
230,Ngõ 186 Tân Phong,residential,16.822023197237545,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
231,Ngõ 149 Phố Tân Phong,residential,80.00885806570004,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
232,Ruelle sans nom (segment 232),residential,69.9575313405141,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
233,Ruelle sans nom (segment 233),residential,254.52691832124475,8,12.0,3,1.5,30.0,0.76,0.0124,14.63,0.84,22,170
234,Đường Cầu Noi,tertiary,131.86639550550237,12,12.0,5,1.0,24.0,0.95,0.0491,32.31,0.97,22,170
235,Phố Tân Phong,residential,157.92840152068266,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
236,Ruelle sans nom (segment 236),residential,218.3206542853425,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.84,22,170
237,Phố Tân Phong,residential,7.1736360405182475,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
238,Phố Tân Phong,residential,42.35668822068269,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
239,Ngõ 123 Phố Tân Phong,residential,50.075759920109384,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
240,Ruelle sans nom (segment 240),residential,44.424101636938104,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
241,Ngõ 123 Phố Tân Phong,residential,10.035142608770458,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
242,Ruelle sans nom (segment 242),residential,6.0601622498055185,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
243,Ngách 150/53 Phố Tân Phong,residential,103.52112906659238,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
244,Ruelle sans nom (segment 244),residential,21.980178663580134,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
245,Ruelle sans nom (segment 245),residential,68.17955504622925,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
246,Ruelle sans nom (segment 246),residential,68.07487898494811,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
247,Ngõ 126 Phố Tân Phong,residential,44.231420654157844,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
248,Phố Tân Phong,residential,57.027876565056914,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
249,Phố Tân Phong,residential,49.973996333882845,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
250,Ruelle sans nom (segment 250),residential,71.26854378382886,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
251,Ngõ 114 Phố Tân Phong,residential,27.348549659364377,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
252,Ngõ 114 Phố Tân Phong,residential,56.9900893958294,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
253,Ruelle sans nom (segment 253),residential,252.84517296099602,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.84,22,170
254,Ngõ 114 Phố Tân Phong,residential,123.18292732108043,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
255,Ruelle sans nom (segment 255),residential,189.76066167090266,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
256,Ruelle sans nom (segment 256),residential,17.921787451318938,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
257,Ruelle sans nom (segment 257),residential,83.61690007490814,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
258,Ruelle sans nom (segment 258),residential,130.22590513331852,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
259,Phố Tân Phong,residential,54.853716424622675,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
260,Ruelle sans nom (segment 260),residential,65.97998484472137,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
261,Ruelle sans nom (segment 261),residential,92.72051461591222,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
262,Ruelle sans nom (segment 262),residential,104.18770283103134,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
263,Đường Sông Nhuệ,residential,263.71127872746274,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.84,22,170
264,Ngõ 1 Văn Hội,residential,32.71388199470064,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
265,Ruelle sans nom (segment 265),residential,57.627382478443636,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
266,đường 21,residential,85.10617244534693,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
267,Phố Văn Hội,residential,52.6332071095951,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
268,Ngõ 46 Văn Hội,residential,33.56200028651561,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
269,Ngõ 46 Văn Hội,residential,5.449878523249547,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
270,Ngõ 46 Văn Hội,residential,83.11645130192171,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
271,Ngõ 46 Văn Hội,residential,35.11224153174281,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
272,Ruelle sans nom (segment 272),residential,40.79150367687673,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
273,Ruelle sans nom (segment 273),residential,137.61515282594632,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
